Id,SalePrice,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1,12.247694320220994,0.2352941176470588,0.75,0.4182081213682387,0.36634390392935035,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.03676470588235294,0.08333333333333333,0.0,0.0,0.9,1.0,0.6666666666666666,0.1225,0.6666666666666666,1.0,1.0,0.75,0.75,0.25,1.0,0.3226691042047532,0.8333333333333333,0.0,0.06421232876712328,0.26699937616968183,1.0,1.0,1.0,1.0,0.41487278383612436,0.45619658119658124,0.0,0.6381961003994929,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.5,1.0,0.0,0.2,0.8,0.04672897196261682,0.6666666666666666,0.5,0.3942446043165468,0.6666666666666666,1.0,1.0,0.0,0.11151736745886655,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
2,12.109010932687042,0.0,0.75,0.49506374709743084,0.39131676594912324,1.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.0,0.5,0.2,1.0,0.75,0.6000000000000001,0.5555555555555556,0.875,0.22794117647058823,0.5166666666666666,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.5,0.75,0.75,1.0,0.6666666666666666,0.4469835466179159,0.8333333333333333,0.0,0.12157534246575341,0.3936369307548347,1.0,1.0,1.0,1.0,0.5859931702135865,0.0,0.0,0.5194769390838943,0.0,0.5,0.6666666666666666,0.0,0.375,0.3333333333333333,0.3333333333333333,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.2897196261682243,0.6666666666666666,0.5,0.33093525179856115,0.6666666666666666,1.0,1.0,0.34772462077012833,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.36363636363636365,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
3,12.31716669303576,0.2352941176470588,0.75,0.4349089973815976,0.4223585003026551,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.6363636363636364,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.051470588235294115,0.1,0.0,0.0,0.9,1.0,0.6666666666666666,0.10125,0.6666666666666666,1.0,1.0,0.75,0.75,0.5,1.0,0.22212065813528337,0.8333333333333333,0.0,0.1857876712328767,0.28696194635059263,1.0,1.0,1.0,1.0,0.4466576742026378,0.46260683760683763,0.0,0.6551894864476075,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.6666666666666666,0.33333333333333337,1.0,0.3333333333333333,0.6000000000000001,0.8,0.06542056074766354,0.6666666666666666,0.5,0.4374100719424461,0.6666666666666666,1.0,1.0,0.0,0.07678244972577697,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7272727272727273,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
4,11.84939770159144,0.2941176470588235,0.75,0.38858111692291897,0.3902947416306548,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.7272727272727273,0.4,1.0,0.75,1.0,0.6666666666666665,0.5,0.6691176470588235,0.6,0.0,0.0,0.2,0.4,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.5,1.0,0.25,0.6666666666666666,0.09872029250457039,0.8333333333333333,0.0,0.23116438356164382,0.23580786026200873,1.0,0.75,1.0,1.0,0.4658779432321829,0.4038461538461539,0.0,0.6397925450520363,0.3333333333333333,0.0,0.3333333333333333,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.4,0.07476635514018691,0.3333333333333333,0.75,0.46187050359712234,0.6666666666666666,1.0,1.0,0.0,0.06398537477148081,0.4927536231884058,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.09090909090909091,0.0,0.6666666666666666,0.0,0.0,0.0,0.0
5,12.429216196844383,0.2352941176470588,0.75,0.5131229364071093,0.46876115019364417,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.5,0.0,1.0,0.4,1.0,0.75,1.0,0.7777777777777777,0.5,0.058823529411764705,0.13333333333333333,0.0,0.0,0.9,1.0,0.6666666666666666,0.21875,0.6666666666666666,1.0,1.0,0.75,0.75,0.75,1.0,0.2993601462522852,0.8333333333333333,0.0,0.20976027397260272,0.35714285714285715,1.0,1.0,1.0,1.0,0.5431039870518934,0.5625000000000001,0.0,0.7363047541511811,0.3333333333333333,0.0,0.6666666666666666,0.5,0.5,0.3333333333333333,0.6666666666666666,0.5833333333333334,1.0,0.3333333333333333,0.6000000000000001,0.8,0.07476635514018691,0.6666666666666666,0.75,0.6014388489208633,0.6666666666666666,1.0,1.0,0.22403733955659275,0.15356489945155394,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.9999999999999999,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
6,11.870599909242044,0.17647058823529413,0.75,0.5175033420618727,0.4667608511414305,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.0,0.0,0.4090909090909091,0.4,1.0,0.75,0.2,0.4444444444444445,0.5,0.11764705882352941,0.23333333333333334,0.0,0.0,0.9,1.0,0.3333333333333333,0.0,0.3333333333333333,1.0,0.75,0.75,0.75,0.25,1.0,0.33455210237659966,0.8333333333333333,0.0,0.0273972602739726,0.24828446662507797,1.0,1.0,1.0,1.0,0.3828375508887083,0.3023504273504274,0.0,0.5492769126170871,0.3333333333333333,0.0,0.3333333333333333,0.5,0.125,0.3333333333333333,0.3333333333333333,0.24999999999999997,1.0,0.0,0.2,0.8,0.14953271028037382,0.3333333333333333,0.5,0.34532374100719426,0.6666666666666666,1.0,1.0,0.04667444574095682,0.054844606946983544,0.0,0.6299212598425197,0.0,0.0,0.0,0.5,0.5,0.04516129032258065,0.8181818181818182,0.75,0.6666666666666666,0.75,0.0,0.0,0.0
7,12.634603026569334,0.0,0.75,0.4711754616031938,0.4009434910197882,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.8181818181818182,0.4,1.0,0.75,0.6000000000000001,0.7777777777777777,0.5,0.022058823529411763,0.03333333333333333,0.0,0.0,0.9,1.0,1.0,0.11625,0.6666666666666666,1.0,1.0,1.0,0.75,0.75,1.0,0.6256855575868373,0.8333333333333333,0.0,0.13570205479452055,0.5258889582033687,1.0,1.0,1.0,1.0,0.7157695917445408,0.0,0.0,0.6345224065892392,0.3333333333333333,0.0,0.6666666666666666,0.0,0.375,0.3333333333333333,0.6666666666666666,0.41666666666666663,1.0,0.3333333333333333,0.8,0.8,0.02803738317757009,0.6666666666666666,0.5,0.45755395683453237,0.6666666666666666,1.0,1.0,0.2975495915985997,0.10420475319926874,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6363636363636364,0.25,0.6666666666666666,0.75,0.0,0.0,0.0
8,12.206072645530174,0.2352941176470588,0.75,0.4403125963841563,0.4066434667460965,1.0,1.0,0.3333333333333333,0.3333333333333333,1.0,0.25,0.0,0.5454545454545454,1.0,1.0,0.75,1.0,0.6666666666666665,0.625,0.2647058823529412,0.6,0.0,0.0,0.6000000000000001,0.6000000000000001,1.0,0.15,0.3333333333333333,1.0,0.5,0.75,0.75,0.5,0.6666666666666666,0.39259597806215724,0.16666666666666666,0.021709633649932156,0.09246575342465753,0.34529008109794135,1.0,1.0,1.0,1.0,0.5282257305220988,0.5251068376068376,0.0,0.7166154592195344,0.3333333333333333,0.0,0.6666666666666666,0.5,0.375,0.3333333333333333,0.3333333333333333,0.41666666666666663,1.0,0.6666666666666666,0.6000000000000001,0.8,0.3364485981308411,0.6666666666666666,0.5,0.34820143884892085,0.6666666666666666,1.0,1.0,0.2742123687281213,0.37294332723948814,0.41304347826086957,0.0,0.0,0.0,0.0,1.0,0.5,0.022580645161290325,0.9090909090909091,0.75,0.6666666666666666,0.75,1.0,0.0,0.0
9,11.77452020265869,0.17647058823529413,0.25,0.3284263672070855,0.30320468089956254,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.0,0.18181818181818182,0.0,1.0,0.75,0.2,0.6666666666666665,0.5,0.5661764705882353,0.9666666666666667,0.0,0.0,0.8,0.4,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,0.8333333333333333,0.0,0.8333333333333333,0.0,0.40753424657534243,0.29694323144104806,1.0,0.75,1.0,0.3333333333333333,0.49300731717139046,0.4017094017094017,0.0,0.652554962080099,0.0,0.0,0.6666666666666666,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.75,0.6666666666666666,0.6000000000000001,0.4,0.719626168224299,0.3333333333333333,0.5,0.3366906474820144,0.3333333333333333,1.0,1.0,0.10501750291715285,0.0,0.3713768115942029,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.2727272727272727,0.5,0.6666666666666666,0.0,0.0,0.0,0.0
10,11.678439903447801,1.0,0.75,0.32109662357415125,0.34090313546925666,1.0,1.0,0.0,0.3333333333333333,1.0,0.25,0.0,0.13636363636363635,0.0,0.0,0.0,0.4,0.4444444444444445,0.625,0.5073529411764706,0.9666666666666667,0.0,0.0,0.4,0.30000000000000004,0.3333333333333333,0.0,0.3333333333333333,1.0,0.25,0.5,0.75,0.25,1.0,0.3889396709323583,0.8333333333333333,0.0,0.059931506849315065,0.30910792264504056,1.0,1.0,1.0,1.0,0.516114408647891,0.0,0.0,0.45753013319895564,0.3333333333333333,0.0,0.3333333333333333,0.0,0.25,0.6666666666666666,0.3333333333333333,0.24999999999999997,1.0,0.6666666666666666,0.6000000000000001,0.8,0.6448598130841121,0.6666666666666666,0.25,0.1474820143884892,1.0,1.0,1.0,0.0,0.007312614259597806,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.75,0.0,0.0,0.0
